Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	A1	A3	A5	B2	B4	B6	D1	D3	D5	B1	B3	B5	D8	D10	D12	A8	A10	A12	C2	C4	C6
Compound993	N-acetyldopamine	C10 H13 N O3	NA		195.08952	5.546	704224.156137758	798520.263971928	1033200.36648163	55971.8446891612	606024.794333553	129662.470099811	323716.334127214	834741.003652278	363515.617597147	1005321.3638629	1264531.58482389	152658.638924602	836893.793841002	1219841.24352826	569149.087160726	46528.5537747704	112411.776931282	238211.698602316	48351.317286249	676817.355930028	920760.344000959
Compound1001	Gluconic acid	C6 H12 O7	NA	Ketogluconate metabolism;Other	196.05741	3.736	1206954.82398286	658560.844912529	795238.222007084	215702.39040835	3486556.53142178	1608956.81561845	196492.656539098	750164.091489268	584488.600116968	1005843.1386287	1947333.73572323	152513.003614348	288026.31151462	1715638.01289429	681852.6810426	205893.627309598	613630.846121529	1407097.65464747	806399.889143616	963929.555377727	1153759.22960925
Compound1003	2,2'-(4-aminophenylimino)diethanol	C10 H16 N2 O2	NA		196.12117	4.423	203428.18825323	216390.012087917	292246.257974148	10292.6120755086	399891.149965052	335665.379708578	127784.170798068	218397.953719349	211280.147226354	271580.01792052	327549.989295327	153071.728760973	193626.479899215	378897.402359108	128334.834920873	23034.056199433	221508.387472246	342154.526569799	20274.2749531735	215650.9593709	359585.321466987
Compound1004	4-heptyl-3-methyl-1H-pyrazol-5-ol	C11 H20 N2 O	NA		196.15752	5.616	2449694.77443381	2102099.27533135	1220711.30920296	11523.4916740206	2323895.99745747	1481059.66674784	1168353.54232241	2523330.21124192	1160540.82594386	1213573.29309172	1966286.99265726	82836.5910903997	9050307.03077286	2050891.02289368	5330888.92411198	64025.2868981591	475099.435362075	118900.249129143	11028.6215801992	1830426.73711388	1402548.55618634
Compound1009	L-Dopa	C9 H11 N O4	NA	Other	197.06874	5.31	560273.792603099	656295.331425817	823058.857112225	105333.378511136	4121331.6232463	3714125.4435834	102046.334509552	651250.854744203	75963.726645849	761092.536851149	1128233.23090923	300038.057878772	424423.573735386	1473826.32581792	400022.273171582	181630.073792907	459198.903856312	2205437.9919981	155118.543877747	2304233.68963026	934120.296512515
Compound1013	2-(3-Hydroxy-4-methoxyphenyl)hydrazinecarboxamide	C8 H11 N3 O3	NA		197.08019	4.225	17760.2030839691	401492.918289061	900694.560366835	3088.53335265661	423210.89064931	136751.585978285	139571.199249941	24564.4721214496	14208.1645960033	209450.358616052	562665.614409209	47405.3531587968	34287.9539763466	84170.4077857935	21194.0390088418	5100.56720240706	156265.823349871	22579.9124658712	15563.2685360039	264201.244653501	72312.379409292
Compound1014	dihydroxyphenylalanine	C10 H15 N O S; C9 H11 N O4; C6 H10 F3 N3 O	NA; NA	; Other;	197.08733	4.499	1414646.63498578	1176419.0225444	1146916.41408556	23249.9279741753	2125382.02307952	1524023.69887024	558757.217641567	943494.853491351	264688.551665673	1560622.31739397	1223111.83731362	425109.336661808	597949.413319441	1684123.40978868	2415377.5242954	55944.5901694089	1137993.08352403	1419429.09644026	19127.1542117782	1238993.64611502	1521266.00272349
Compound1016	E.N.E.	C10 H15 N O3	NA		197.10514	5.234	1958857.20051732	512706.484203158	479891.035978624	505003.563775569	8354730.09099375	4338619.83430127	178460.26407158	326507.522306284	167188.433026232	212224.425476512	1181308.3878537	279118.297108362	880735.090179398	1993246.98576424	61524.4896324916	291895.787033613	1195923.17503665	888056.13812041	464371.387586964	3165766.62469032	1147283.92163495
Compound1017	2-(3-Phenylpropyl)pyridine	C14 H15 N	NA		197.12021	16.692	1197218.4292651	707402.921416405	297812.791514727	24031.7616000779	56519.5336975138	44662.1900522194	574229.795103678	615537.928248842	65206.6925132584	450249.246809884	336850.698580809	50431.2856387466	1966294.27497153	403977.892805849	1435535.97172114	58227.114846524	34999.9606962598	35816.4763832805	865948.813106157	673038.44586265	151779.548722695
Compound1023	2-[(Sulfooxy)methyl]butanoic acid	C6 H11 Cl O5; C5 H10 O6 S	NA		198.02855	3.68	897572.763757251	1057075.83426383	1549844.8906695	304062.823540753	3910090.98892713	1111406.73580222	510639.726825572	1700267.08551105	509799.281326704	1900992.82530588	2724986.7540603	525914.382003516	400597.66885632	957524.719409841	642609.448583212	987667.723019594	345120.350484633	914336.266527186	287451.377603219	1218830.77374196	579723.385534684
Compound1024	1,2-Dideoxy-5-O-(methylsulfonyl)pentitol	C6 H14 O5 S	NA		198.05534	4.593	360086.666395553	844825.890588199	955169.995540754	87758.6949434074	3705137.21284617	2005626.74430607	337838.604718478	487494.069694468	349145.146861685	1113769.86665051	1730543.59795242	357323.706792767	709105.571618959	812203.519575306	1564952.79565333	177681.393038085	1123988.05477566	2463616.00752351	52034.9704329226	2153455.24888981	691775.653520433
Compound1026	Syringic acid	C9 H10 O5	NA		198.05546	5.264	702610.751292841	2703361.6371207	1921243.93299608	171756.009153255	6849441.31042015	5241353.6058752	223215.416526775	727089.265983251	237758.877018406	930446.544535204	3583393.79507158	534698.113828261	1490528.40421226	1937251.30757192	3647294.5868897	270353.488364908	702733.288731698	3114025.50477298	302026.394870724	4588424.82931467	2873118.42106105
Compound1027	2-Hydroxy-N-(2,4,6-triamino-5-pyrimidinyl)acetamide	C6 H10 N6 O2	NA		198.08652	14.233	882909.104445888	1814686.72134891	1272359.58272193	605840.930525848	7392059.28752835	7182554.31386338	391096.855155807	1629904.04447694	2944629.55805346	1143146.24417841	2434076.75456588	4177415.10960906	6754986.27086729	1610139.40277678	6673700.6545866	47672.9205052547	2313738.29662415	1959866.23255409	1568299.95480733	1445429.14002396	5249499.22427694
Compound1028	metharbital	C9 H14 N2 O3	NA		198.10036	4.484	260290.516777999	134038.945640872	212479.611285831	7375.38012085122	614570.573254605	328640.515302371	111877.686791956	265319.999909357	166902.888159481	282747.519769377	320092.584888521	182972.875965202	228661.839928118	461901.335160248	163132.815951495	20034.87217085	268228.369653115	318213.729381703	21099.3602838178	273763.894596131	410896.913690615
Compound1029	2209526	C11 H22 N2 O	NA		198.17304	17.848	41788843.6442259	68664653.271461	25617743.1751418	6073651.89043104	63949749.9809258	26792968.4755216	27322693.7599904	52858343.8979281	41938183.1237668	38313305.8276048	54020652.8471049	23831103.5731904	54471238.188173	33225374.536521	131451848.163092	67874834.2848891	26482668.4641448	2542636.78616313	39703742.9870711	53472588.7173414	22005943.6513513
Compound1040	Ethyl 5-amino-1-(2-hydroxyethyl)-1H-pyrazole-4-carboxylate	C8 H13 N3 O3	NA		199.09551	4.367	349067.833348001	126156.739340631	238874.593305291	6233.03979852338	765207.243981373	876743.459854073	76638.2525560335	217572.955874733	83591.0938721251	255399.049891219	210637.242210294	95708.843977436	156801.28602028	479445.901260349	177742.773591588	12683.7034946408	181066.055951204	572316.498671693	12415.2397049088	302516.023728126	109903.728370082
Compound1042	Pyrimethanil	C12 H13 N3	NA		199.11029	5.472	315450.402282096	276802.899860043	122424.168431136	6825.18783432421	326603.056298915	39579.661526021	35586.5010840787	36226.784291453	17989.4621963425	115796.375061764	273576.854955896	31354.1662796993	955700.051146148	207608.677264133	784130.261141672	42568.5266476579	303608.1846961	21790.6056790294	5964.79963071171	66959.734411589	107461.035329877
Compound1043	N-Hexanoyl-DL-homoserine lactone	C10 H17 N O3; C6 H15 F2 N3 O2; C12 H13 N3	NA; NA		199.12081	4.54	2997820.78014006	1393200.29300198	1345128.47596123	61009.5687934036	1682672.18693103	2479913.74064691	631553.990136492	1460765.50746672	520567.265916644	1583891.20791295	1894545.98357517	576171.734541458	861629.566237314	2892915.5691336	870241.437210828	100168.666615112	1472158.60701001	938005.204364829	73763.7089469175	1190629.87189963	1010777.7412614
Compound1044	diethylcarbamazine	C10 H21 N3 O	NA		199.16848	3.703	450326.082187911	168573.51529151	106999.578756488	1326.61547054048	26595.4640464705	27288.7096582834	816231.202953485	72603.6366050538	44224.0195372317	120914.022821335	45319.3359600348	54845.8360796565	231605.87768582	768907.123383325	230594.329981184	3005.31530218187	198820.264585303	31505.4284711672	1798.40995740963	16348.0381707658	17793.3830719709
Compound1045	1-Azetidinyl-2-triethylsilylethane	C11 H25 N Si	NA		199.17633	17.83	3229766.09613462	5457441.37808446	3534717.26004158	3605214.52417868	293124.65048873	2854270.02518396	3561172.84861876	5417446.46400732	4453339.9175035	4135715.23233293	5437246.86210131	2684405.01247732	5811537.8931432	3371226.04124548	13206077.8051719	7643369.26441398	408696.93411454	2331478.83127698	3603254.64237191	3986513.50729844	2588026.65960388
Compound1046	1739990	C13 H29 N	NA		199.22987	17.937	83261.5471929288	137721.710276194	102973.608644799	92164.5205351897	99723.6752879582	85704.351780871	101254.04006368	219216.31739348	110939.378678709	107253.093228533	653059.944112799	61664.7363188679	197539.368623017	109559.557934537	241559.528377664	318963.052249009	317261.307411408	244501.412667423	124280.069228434	47709.492117951	30786.9892598934
Compound1053	2-({[Amino(4-amino-1,2,5-oxadiazol-3-yl)methylene]amino}oxy)acetamide	C5 H8 N6 O3	NA		200.06585	4.411	137625.752282698	478776.355926262	120814.889718021	7129.27914922886	183484.970868995	171333.773152478	261956.745162755	791896.585322623	303047.727868216	147256.093042363	181239.23226122	304053.005219157	175411.071721146	256225.837826156	161514.076744859	8608.56518620245	82215.669585619	300575.277265846	7404.67941132615	506371.296431314	349363.916135819
Compound1055	Methyl (4,4-dimethyl-2,5-dioxo-1-imidazolidinyl)acetate	C8 H12 N2 O4	NA		200.07941	4.576	431113.921851004	123196.974018111	282826.818529443	6127.08174257994	1801364.97719078	326433.654629895	84008.838764533	297041.544737009	83806.5141553189	131225.827582407	464934.949760943	58460.0439189234	135807.500686616	436119.998975608	320653.243647296	28491.9942382442	519778.752212875	1270678.92895495	5395.39975718906	215619.017820455	830397.5925381
Compound1056	(5Z)-5-Decenedioic acid	C10 H16 O4	NA		200.10403	15.256	423651.396988039	295825.881581902	546634.080613751	143648.769084783	788696.356389942	333395.006279746	238339.373941208	336696.239695154	205628.137103637	294895.668363372	403762.482351752	88700.5402271656	128791.558165482	715485.071244265	406182.885983728	497424.075615657	106000.498244538	212839.36540506	219834.330093984	430731.059944923	364087.923489979
Compound1057	(3E)-3-(Hexylimino)-2-nitropropanal	C9 H16 N2 O3	NA		200.11602	4.488	2543680.52080651	862105.116849973	1401533.84807081	27416.3277859796	2510825.5808509	2479835.92846866	453778.187084395	1176728.73966374	547254.864209409	1244438.11658261	1520876.5519144	557757.686916471	687112.712533468	3065928.321524	803505.588340474	45979.1889286279	916054.430548442	2146748.25331792	41994.6273513822	843155.6513978	1973171.59508476
Compound1058	L6TJ AVMZ DVMZ	C8 H16 N4 O2	NA		200.12788	4.479	1977989.37042975	378624.942117384	850389.775227949	5730.62537317569	465040.586068685	455504.936344115	170855.716925258	502428.684543746	124437.865820911	1376653.89676193	767829.517490217	121186.126271905	418933.526529809	898200.848558464	467203.597275284	33952.021383254	975455.554475296	388663.197642865	38726.5587202209	1773103.99622162	459430.027108712
Compound1059	Dipiperidino sulfide	C10 H20 N2 S	NA		200.13469	13.849	143349.810888309	249464.917062207	72889.5978871568	47984.2256139226	61315.1674200142	45969.4421457562	97341.637775685	37953.2735479651	29242.4846939125	110305.63100096	132660.453506762	43391.7687647586	1721301.52839942	141440.849845156	608844.037991532	66779.365536503	638384.132618129	42001.2862836982	46222.5885434416	125923.696722666	34119.7000473026
Compound1060	2,5-Diisopropyl-6-methyl-1,3,2-oxathiaborinane	C10 H21 B O S	NA		200.13985	5.327	97485.4603907647	49279.2141082303	45287.3544394287	8342.99616477934	195243.783343005	118219.897598257	3797.28509118656	13151.4408590719	4181.35396000788	13733.6865720367	35555.6818884305	7851.67487712744	21477.0149394796	116682.765856684	19203.8904248857	11929.2210014505	37939.4572952056	371996.645442518	15823.3573144128	69035.5949275331	27792.5069232064
Compound1061	1,3-Dibutyl-1,3-dimethylurea	C11 H24 N2 O	NA		200.18865	19.411	28135.5686782925	55666.2943481105	30139.9486315534	660224.618877011	116826.878750635	83968.3356924048	34277.5624763804	40199.2912632437	26879.2154934409	67845.7313019917	131590.86958876	39489.4714868963	71578.0382474809	39602.4339458492	67437.9026121686	777498.864525783	188375.841705298	102532.247431071	494772.234818406	90210.834698146	27241.0224591345
Compound1068	2-sec-Butyl-5-nitro-2H-1,2,3-triazol-4-amine 1-oxide	C6 H11 N5 O3	NA		201.08616	18.341	989853.074825406	1007892.46233184	345013.864858222	518551.618665758	716298.949100687	286679.631581001	488893.552430302	540433.410654213	363046.829822016	581423.969666104	734583.580493407	250405.532570981	334511.448820045	145794.918165245	95853.7385747048	1671217.12588045	2349582.94230633	296937.022917062	48121.6267227413	186289.030359555	60622.8247628959
Compound1069	2-Oxo-2-[(tetrahydro-2-furanylmethyl)amino]ethyl acetate	C9 H15 N O4	NA		201.09992	4.418	2857703.38230886	919672.591116038	2283644.32725501	19450.6627164736	2687415.06573655	4811908.97399888	680193.512824498	1768823.90011696	669289.437692574	2063830.13025623	1452655.5109587	756834.925244422	868449.499516245	3638557.32246665	1014246.17356572	62509.7977431911	1311326.89853602	1656946.13576143	49434.0126633324	1992617.79924295	2609793.64880243
Compound1071	1,3-Dihydro-1,3,3-trimethyl-2H-indol-2-ylidene acetaldehyde	C13 H15 N O	NA		201.1151	19.367	123090.059453344	549207.381246521	333554.205159575	1843912.29296142	4574478.96182402	1368570.9839422	255631.379425172	1510727.9696489	135153.927554065	358421.044998243	936200.221096709	142056.35864724	1154475.57624333	344558.057464879	950211.402839542	5123241.61148845	5389176.04935131	1301443.85161903	2085432.33077157	1117807.53804586	622602.066305344
Compound1072	11-Aminoundecanoic acid	C11 H23 N O2	NA		201.17277	5.075	1475925.59107409	1784931.94346729	1142682.50567291	560650.194640081	628756.442692105	232082.34473812	43653.3150435811	70926.4397972933	50870.6935147813	101545.570211132	184631.601744943	53920.6157875166	3627598.4982685	1842094.93617786	3657711.13592788	194164.269719508	120423.348446043	89293.4355426975	359572.129132966	743914.861567129	413509.651260399
Compound1082	N,N'-Dihydroxy-1,4-cyclohexanedicarboxamide	C8 H14 N2 O4	NA		202.09522	4.391	651417.991592952	247994.405228188	559148.336829165	15586.613518513	2054242.04470878	1179474.68046943	199704.604652607	397080.219172991	221301.125640637	741958.396187191	713499.038701969	320925.5816114	271936.169190661	716698.919416224	218875.954113844	30890.3189001191	1049378.19985727	816092.464492155	24807.3539729188	642300.727366281	1539318.25346183
Compound1083	1-Ethyl-6-hydroxy-4,4,6-trimethyltetrahydro-2(1H)-pyrimidinethione	C9 H18 N2 O S	NA		202.11384	16.785	714393.255622453	1531584.9005923	376074.898124409	670427.299581612	175515.045163053	841340.800769543	321857.928443737	1237885.49650837	376948.460140298	567511.98154093	559999.531850822	305833.713954829	599602.266337686	249404.567234646	5424681.46599246	124330.106302938	211739.122940673	181021.910283349	648488.264211665	2030248.89965447	539573.513723815
Compound1084	3-tert-Butyladipic acid	C10 H18 O4	NA		202.11972	15.795	3140448.41965699	1770199.13197397	2736868.23185092	719695.095134381	5449899.5132079	2326609.97902535	1244893.66194643	1782628.33588761	1096560.07520384	1777819.69500288	2418504.92007451	664432.989810963	507593.900331891	3534087.94443721	907579.467811098	3387717.2525416	1940715.24931049	2908045.43807836	968830.24511193	2199511.95298179	1432518.00926059
Compound1085	(6Z)-4-Benzyl-6-imino-3,4,5,6-tetrahydro-2-pyrazinamine	C11 H14 N4	NA		202.12192	3.787	110363.630384318	47925.7071489165	160393.119616432	4205.51411772675	50176.2251850127	331388.704014854	65626.0817536807	118767.486421332	146499.840271918	36978.1517493231	133676.92403469	17495.2582587921	13170.1880924818	107577.065576685	223802.70222441	2720.3249871366	70927.9053690646	184169.538665172	10939.9348835496	170452.369575897	88393.3723414624
Compound1086	MFCD00025555	C9 H18 N2 O3	NA		202.13164	5.45	2638080.44705185	338938.070396209	563844.518953893	39307.5117498737	1015670.5614568	2141849.51689361	158775.06258961	544149.219361023	197884.196734782	544098.508299235	580306.139886774	174242.182316341	147693.851884425	1164178.27787981	343309.684042386	33037.0252552302	147479.74073679	474079.839212816	310823.350681565	992221.907743037	426019.634304192
Compound1087	Butyl D-glutaminate	C9 H18 N2 O3	NA		202.13175	4.756	748301.013569489	53122.0113426484	305566.22783647	16843.2780070852	1807554.96986247	3718683.53619445	269378.172167778	213135.784179006	349750.83385052	610596.928155295	891371.088654696	341152.996396652	115077.476686639	102903.565981221	303478.836143992	65117.0005577498	1027510.31187993	1106289.90575513	38484.6874290974	455740.609359249	1656837.0472696
Compound1088	beta-Alanylnorleucine	C9 H18 N2 O3	NA		202.13175	10.902	1649471.71221952	412340.457965429	1105667.52031392	384379.662536754	4104044.53220267	1002707.37220906	131148.535205711	573066.392955032	204461.263919481	202468.008545937	1059524.32520787	69702.6224305653	206173.205645941	2687709.13883806	150481.270114989	368913.281970551	259478.982504671	202163.754797346	2385747.59550909	653084.650304595	429425.929539207
Compound1089	Ala-Leu	C9 H18 N2 O3	NA		202.13176	11.257	4949269.90204478	5675083.2571294	3087945.9275985	1211904.14027941	10641557.3672985	11558612.0682198	2309880.56731483	7820145.96782414	4066423.63573207	4731999.46325784	4061368.00642825	1071304.87967072	582594.099415604	8600933.80506043	5502357.39021416	1315226.32699247	856528.119241842	3784486.96993904	9567629.90474591	10012892.5533398	5908718.14357386
Compound1090	4-CYCLOHEXYLACETOPHENONE	C14 H18 O	NA		202.13567	14.001	302896.643468932	189362.444423004	371120.831016405	51336.0066151533	389512.989721985	150016.661181723	364856.708452542	158158.060697566	109491.249915628	198431.064807568	58181.179201031	41511.0676061258	667780.211530816	577719.876970803	136858.036691602	82182.0401435117	138258.653743526	103070.552472092	66743.6991701607	281175.625184136	190795.209236592
Compound1091	N,N-dimethylarginineButyl D-glutaminate	C8 H18 N4 O2; C9 H18 N2 O3	NA		202.14293	4.435	2563967.47199704	1652938.90192649	1948571.11677029	78231.5667493314	4387824.89321365	2280881.60189915	890925.799508259	1743737.15211754	881890.831431921	1568439.51596274	2572505.89470639	1012765.31632545	1182759.23857456	3283672.27256732	1651172.99611998	117125.238657462	1596053.99129033	2108102.09468534	103386.163263051	1738910.27668914	3253258.10112517
Compound1092	N3,N4-Dimethyl-L-arginine	C8 H18 N4 O2	NA		202.14297	4.13	897837.681373495	724065.19752202	1125033.30591693	2207.25693068974	243410.871490067	3487407.67594657	328832.659826763	324988.501148518	186351.165171806	579858.025874178	496018.389690353	217198.98421585	98637.0020671152	576347.887230633	526539.251234348	3645.18074518377	651913.804706598	228174.323761184	2795.97040536818	687470.602612813	15155.932355576
Compound1093	3a,7,8a-Trimethyl-1,2,3,3a,8,8a-hexahydropyrrolo[2,3-b]indole	C13 H18 N2	NA		202.14665	18.042	97772.561984574	162914.627246382	63906.6733591713	63057.4383439131	98917.8128773695	49368.3694669628	39154.9270254716	52360.3045537877	77479.6359651832	22703.6835542789	85376.022767828	27548.5797016361	130921.285335761	101323.301111613	166334.624470717	105585.494464751	213309.159203004	16007.7794759533	68797.9442925121	58346.8003173417	52128.1765693817
Compound1094	Butyl lysinate	C10 H22 N2 O2	NA		202.16816	4.422	276959.331388368	380270.014694836	325538.271556248	13674.092236648	522151.396403295	412828.815999583	141189.717189221	308274.944036206	177724.505462759	319686.659238104	506185.194226894	173140.862133239	272030.383446407	384478.536847467	245073.064369308	29775.1262411726	501084.245731098	428899.26207714	29306.8506843056	390453.631330233	73542.0308192412
Compound1095	Spermine	C10 H26 N4	NA	Other	202.21561	4.56	27006.4922011175	91141.2789617419	33014.5487874371	354024.841220435	74397.6928904203	45861.1198332059	87168.307425882	37887.2201050035	119424.715064297	32935.8730510818	146009.973625417	41132.406172398	50337.054391468	47519.1348887757	51936.325518315	962587.472894849	58524.6526616954	45195.6455342917	509573.410575258	31979.2047820253	47089.9290437152
Compound1104	3-Acetamidobenzotrifluoride	C9 H8 F3 N O	NA		203.05572	4.465	61548.9084220486	550336.325766289	101693.596844773	66119.9012696327	136377.096470178	243436.416439121	226796.928685939	398617.806239171	180684.902041718	95139.8292422589	54577.5278362181	232931.749582622	197180.746865648	113348.193711124	852753.722045046	7744.33472934385	45449.6324738725	162791.058047241	113840.567596884	328857.775202117	37907.2604154758
Compound1106	Dimethyl 2,2'-(acetylimino)diacetate	C8 H13 N O5	NA		203.07926	4.069	3401378.94621065	2638203.4976413	1669407.10740709	89099.0051553372	2797889.43778023	2050464.82568087	720968.093842621	3941600.00719911	977926.69910257	3310664.81945948	3647971.69370617	1258414.47342649	5015416.58463616	2700285.22867695	3590023.1465116	937709.540355164	4127797.74859865	1939847.82549855	263746.614494693	3063019.02119378	2768068.91989322
Compound1109	2-Acetamido-1,5-anhydro-2-deoxyhex-1-enitol	C8 H13 N O5	NA		203.07932	4.487	6655411.47252801	639287.561286408	3401573.46144318	408688.609530372	6647987.76151825	4114113.66846105	287031.865747273	606513.755644385	310104.69908085	749591.598841538	1789679.2823218	424481.891360002	7839751.33147343	5824139.79570717	1430546.63437703	490973.473965366	1749057.0415991	2710883.08566425	429883.512704527	2468867.46787319	4485399.95689199
