Name	Assigned Name	Formula	KEGG Pathways	Metabolika Pathways	Molecular Weight	RT [min]	A1	A3	A5	B2	B4	B6	D1	D3	D5	B1	B3	B5	D8	D10	D12	A8	A10	A12	C2	C4	C6
Compound1769	Ethyl myristate	C16 H32 O2	NA	Other	256.24022	26.963	1233172.85094311	2373695.99529929	1156957.42631364	708340.885404199	2281598.20924162	1662495.11100928	1014533.53436069	3100526.19960977	1356122.66269664	1961988.87771404	1530727.19917336	1230877.54177167	1572382.0246146	1566962.26570296	3029197.39318866	2302836.85822868	2480602.22832825	974923.284349835	1609919.34287007	4796043.19881996	1479954.19930374
Compound1772	Butyl N-(trifluoroacetyl)serinate	C9 H14 F3 N O4	NA		257.08726	4.438	329964.387176477	1694466.05440031	570967.885274865	1998.82991818642	915683.170417402	250846.140041695	2788557.68076946	7073445.38809539	3563447.8260916	755943.198325864	569661.095107884	923573.882521865	918905.528037625	416345.778612805	2829006.9379559	5710.37982900736	135525.785019199	203335.831227625	9510.65579627348	476020.263005746	738319.94478275
Compound1777	Isopropyl 4-isopropoxy-1-isopropylprolinate	C14 H27 N O3	NA		257.19879	12.842	2198762.08020151	2286664.36267417	2828363.44013839	317163.253683897	5412732.4272254	2830980.57078065	2017998.5446375	4918498.98291954	1398150.46584101	3922643.85042275	4345020.33456199	1801013.54208218	1988922.83127222	2953536.75959237	697862.665929822	1448053.3314565	1835962.87985517	3252267.63952085	334216.746827848	4316221.50175453	1677199.43115672
Compound1778	12-(Dimethylamino)-10-oxododecanoic acid	C14 H27 N O3	NA		257.19887	13.196	491576.465485388	426316.98471679	521760.776683853	178321.472496608	2836805.65177862	1413344.8125535	70261.6904853616	924846.949992297	282093.153815105	888624.877655293	580101.976977741	181163.40434453	193840.812630225	558697.308558689	141312.937200883	1371554.03342285	467354.878572608	979587.76641194	98669.7355976418	906669.107552683	367614.028426137
Compound1787	STYRYL P-TOLYL SULFONE	C15 H14 O2 S	NA		258.07123	4.39	830863.687549674	669314.965356199	158150.58672049	6232.67536894901	840605.757116862	259722.00227425	569173.91183232	1025160.91395454	773662.250064678	369704.174894088	351789.987697174	515209.937930204	221786.756742629	326385.180214606	291114.800334954	9256.30853296849	195875.556641371	723299.765925878	10712.998212529	545683.38529335	190021.344474579
Compound1788	8-(1-Hydroxyethyl)-4,9-dimethyl-2H-furo[2,3-h]chromen-2-one	C15 H14 O4; C12 H15 F O5; C15 H14 O4	NA; NA		258.08912	17.544	1366770.02259952	968424.397775403	3351174.08318748	6697000.31430812	7278281.41532268	1469793.52159345	1735635.70293028	3027484.72817114	481262.157254698	776169.08454275	3733114.75853877	280740.485245922	462025.45162705	795118.159782462	225054.80374174	9673507.40767853	22380588.3487873	7937904.19021876	4190915.52813857	868510.037505753	1940040.57724713
Compound1789	Yangonin	C9 H15 N4 O3 P; C15 H14 O4	NA		258.08917	15.888	3810235.33377993	6675601.56211263	4591670.02935433	1281999.81595893	7115039.6652132	2680015.11125482	1600478.67096958	3482662.29661266	3362676.36880043	3807500.60515683	5004204.65299962	3422387.50699736	410025.348303343	3284192.61211768	422713.36936298	8046307.13583515	14985661.3677051	2575322.2219788	1307704.89525172	3936254.17881013	1253311.72235424
Compound1791	1-[(6-Chloro-3-pyridazinyl)amino]-3-(diethylamino)-2-propanol	C11 H19 Cl N4 O	NA		258.12535	15.304	20577.770290766	35556.9871576851	22616.1311881792	19546.1411153696	69629.9719428405	39506.8079145904	26360.2459990849	34498.340605757	25269.073961261	27952.4620020692	39575.1541757894	16280.6726038327	641882.712678157	184296.2454315	442784.286977048	29085.8689120751	30955.0316561383	30668.1646806665	30408.2166839901	49838.0528247462	23976.3458607943
Compound1793	2-(2-furyl)-5,8-dihydro-4H,7H-pyrazolo[1,5-a]thieno[3,4-d]pyrimidin-8-one	C12 H9 N3 O2 S	NA	Other	259.04561	4.012	11512898.2455306	6277026.76295125	4575538.67133691	48995.7461585078	18467289.4187438	16411995.0809501	662311.987118993	7496242.06869742	863295.833777431	8811583.81778273	16772398.3286174	1406190.2521863	5119677.73641366	7846555.70801289	30562453.6450958	105778.75707908	1402899.39471114	6165174.40699623	187397.088880175	16531803.1518255	8432836.05267838
Compound1795	2-Phenyl-1-phenylsulfonylaziridine	C14 H13 N O2 S	NA		259.06621	20.715	169505.970548437	811766.096368058	419268.250173034	187873.989941143	1606631.40276991	1666887.95990184	280699.204281242	418467.877233947	340318.918266431	35018.2648331489	279573.244311659	198040.189351144	105430.87393435	261282.792311673	64228.3766958994	2866049.8983496	2719498.30646727	1331900.55835128	928115.836961389	2271203.35872992	324908.343775904
Compound1796	linatine	C10 H17 N3 O5	NA		259.11642	4.447	460316.384900759	328584.812378023	748504.240432204	14531.2631650718	1279658.40354568	843191.606686715	188519.014185315	618789.115789063	250683.711767875	748353.074261332	624028.156516201	195198.245547695	493088.539485764	581306.978198887	394646.468799102	48086.8427097734	350584.49776814	840689.282879166	18827.7473228295	810608.742152281	743901.623222973
Compound1798	gln-leu	C11 H21 N3 O4	NA		259.15288	11.202	1523855.71794599	1896115.18529167	1104754.8592549	527870.008399753	3193656.20463718	5874383.16043771	886972.011664436	5144258.47801477	884155.643652912	1847860.70834873	1796209.95564101	377724.029364162	163276.147421219	2744119.17475789	1812677.80609199	488741.985865319	441291.832309842	2375749.70698356	3895307.01333902	4285614.80314314	2630127.50210719
Compound1799	leu-gln	C11 H21 N3 O4	NA		259.15297	4.478	1458025.10061591	278607.431451195	720654.487561347	3316.77455830584	1661891.83479607	1644426.21519128	160911.273564596	628742.372285413	164170.397456819	909148.098828931	568255.699867648	161352.418827977	186406.153713071	1399093.34578418	498314.82997463	34495.7302526626	957889.751419712	909669.552943665	19589.0222307321	200272.659703309	1422293.20342498
Compound1801	lys-leu	C12 H25 N3 O3	NA		259.18926	10.297	211510.57539777	188518.55720862	210599.885732668	49904.1687457917	123434.442809949	197845.696743585	115702.612582158	687415.8488412	125005.412504318	318034.495382263	376412.889323222	43799.9914982796	21700.3683180907	269890.459242643	191616.76908971	29102.4291926506	93326.8035727383	321558.823888352	220967.087121972	582533.151200455	138159.98880149
Compound1803	leu-lys	C12 H25 N3 O3	NA		259.18935	4.456	3148800.34607449	903950.64198621	2303009.82286555	32161.9030179562	6419272.92639717	6601806.85059239	492405.335815894	1368683.07146409	672486.187548103	1489669.56566635	1718259.04642878	692956.096282304	367484.797767789	4092672.63581057	772025.384631882	16862.5163345352	1974948.19620022	5134652.11158511	51557.6397710486	3082781.77682315	5918013.69363436
Compound1813	Diaveridine	C13 H16 N4 O2	NA		260.12331	4.714	112488.40369676	122967.315559404	21063.7344261175	148202.352136205	59722.8318892213	51791.8247624313	65093.1738098516	137555.024621762	119619.739250085	47878.6683490269	193129.067855156	48350.9903783879	181910.770317177	101318.575433868	144494.458052435	3557402.90388108	175028.327159263	70675.3689452397	687434.748667352	79637.6481504012	71210.7112849855
Compound1817	L-gamma-Glutamyl-L-leucine	C11 H20 N2 O5	NA		260.13714	11.374	1448899.55019362	4080321.90498637	2993165.1583876	1200787.47167502	8956806.60668102	5940454.27515082	1713842.80051253	5112739.86272992	1609953.18633939	2205666.69737673	4091614.3863202	412290.596083642	279012.68692207	3405385.25668127	2654897.75782262	945117.60939806	330448.031046981	6907630.8991766	9646011.59156558	4705039.1820196	7159264.9129293
Compound1819	glu-leu	C11 H20 N2 O5; C12 H16 N6 O; C11 H20 N2 O5; C12 H21 F N2 O S	NA; NA; NA; NA		260.13751	5.505	678798.265637151	1413112.30254	847950.724744584	28882.8336169385	2793191.32251543	2050623.12252199	94219.7288671336	363181.339472484	92371.7882080175	1053502.39467661	1355821.30187235	154196.608386943	301465.585505034	1461158.09467893	1613798.33442348	240539.512387462	436240.841960721	561283.900304387	179863.597527935	909437.316338029	1275767.31731769
Compound1821	Lotaustralin	C11 H19 N O6	NA	Other	261.12096	4.387	720331.032268002	317327.477062006	778385.961811957	15979.2463435473	1427501.41640339	555866.797033528	165080.214540009	549907.339476748	198062.123255911	612147.078622673	733856.857671348	215071.946430365	429176.997402493	830616.702909884	277407.16735857	29166.4929788789	561056.161176487	1034949.02516159	37578.1893303873	823452.609128167	597176.443138428
Compound1826	Ethyl 5-(3-nitrophenyl)-2H-1,2,3-triazole-4-carboxylate	C11 H10 N4 O4	NA		262.06891	4.28	1045030.81616093	1648748.07784334	1675512.82294111	27525.7299452287	6161694.77872317	3775129.02479196	389195.505782709	2339642.80988271	877589.801053325	2144642.7668203	2170731.70931283	1166122.72442644	1539514.96551383	3898050.48425089	839028.060452994	61752.4339622894	1926825.55584693	1396394.48933791	42135.6869455401	3753570.19801528	3277651.65460584
Compound1828	(1'S,2'S)-3',11'-dihydroxy-1',2',5'-trimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0Â?,â	C15 H20 O5; C9 H19 N4 O3 P	NA		262.12059	15.043	931335.507901033	530405.357677089	641634.645628827	204273.176784487	886794.46006877	230256.408094744	367451.815301411	288037.352899759	217893.602779977	280744.819465409	610891.587301086	156082.884935106	224452.98488417	643175.412306583	122807.364810205	1202749.56858723	337522.161203675	801504.322549858	368377.220067536	482172.292701203	383153.273671557
Compound1829	Methionylleucine	C11 H22 N2 O3 S	NA		262.13434	11.785	1771778.06791259	21858.6994928551	8835.19464452726	31145.7419285048	424403.750194227	812205.303557213	74575.230456368	560676.16996272	222223.632565463	10680.0064800492	21214.3844795668	5570.22346669991	9641.2356961988	886315.315462248	216502.856790348	11146.6044935995	9136.68348604487	21583.0495802729	225566.027075625	484117.697408155	13823.185705547
Compound1833	octadec-9-ynoic acid	C18 H32 O2	NA		262.22929	35.443	46094.1754747384	503998.407134641	544474.418245372	117957.377397678	166467.964339614	117353.648751281	47990.6879240938	388602.790446165	148276.928859928	326416.022836212	794581.504021532	188319.042501505	215255.450055864	145254.567393465	180567.192666927	367404.549648468	300462.156262717	706919.987664602	1166799.71828951	1845667.36050201	769106.067436333
Compound1839	TM5958000	C15 H21 N O S	NA		263.13527	12.249	53924.9592963469	103725.529329232	85072.2499104965	54378.6494857781	121276.995184112	247552.354536209	31188.3400761638	72484.2999409497	51089.0450362967	89139.3820457726	118699.277170525	50721.7082621265	24611.0491114186	86938.4991418886	28142.3698143982	76815.5419924966	85665.4196969769	106438.133180246	143537.940482835	128374.79084316	172006.30610156
Compound1840	Methyl 2-acetamido-2-deoxy-3,6-di-O-methylhexopyranoside	C11 H21 N O6	NA		263.13657	5.457	2246519.80695838	401877.411742684	1023729.77876221	28893.5327442034	297714.444239128	395608.687726033	72290.3636603726	209906.747380268	39722.1319368141	1204947.14387486	961188.686418044	76871.2485585113	180593.317942245	728293.023813451	323851.506473374	316013.629210638	413890.52137909	211660.027707531	845847.188960841	1987371.98012299	347468.638214721
Compound1844	(6E)-6-[1-(Hydroxyamino)decylidene]-2,4-cyclohexadien-1-one	C16 H25 N O2	NA		263.18824	16.363	69646.9274111782	28002.2166318271	24118.4845634577	439500.74027233	669692.274258212	267655.857624091	40050.4922282679	30640.7411787614	38552.1620510994	24323.4068317974	37944.9696924337	16200.7920404359	46830.8779559502	45839.8349729483	50084.6216597994	81607.5150300106	154409.507238875	136583.955722445	48786.7552768673	54188.561465051	19419.0533960237
Compound1847	1-(4-Methyl-1H-pyrrol-2-yl)-1-dodecanone	C17 H29 N O	NA		263.22461	16.89	470504.769161189	851486.834734358	430264.301093773	351396.621603041	423920.368334447	261649.691930431	361367.144996904	537477.734889492	265096.215055918	664261.576326724	455927.973154717	139439.521531596	818674.706380105	312559.25850573	1469226.60755391	783561.676872626	953495.617832892	250710.53067889	713705.394251282	455565.738251668	187743.241962553
Compound1854	NP-020400	C12 H18 O5	NA		264.09699	13.779	2003116.13610793	1268107.46399897	1079698.94274623	56274.06202012	1109674.68167922	747330.032525216	1388735.77806936	1084308.34297711	581856.842447751	1654676.05142799	912941.775745574	895972.411867419	951914.141583961	1342183.93136845	305227.417762288	592977.37934044	1333321.71673413	1190335.41917536	145438.003904648	1162400.40329034	1008822.26982289
Compound1855	Thiamine	C12 H16 N4 O S	NA		264.10432	4.001	5752723.30997975	3801392.47658277	4142074.77630827	5088.57433063672	66787.7365309183	4238100.17711499	2263040.22352869	1361356.67421341	1891824.60199082	2339437.1793313	2901379.22402335	1253618.87939508	2825010.73672516	5954059.67317798	5136237.17189474	9994.00860895019	3211943.46057621	1444877.13006533	7829.41790938601	1343661.02620413	2872197.61640301
Compound1857	2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid	C14 H20 N2 O3	NA		264.14699	12.524	2058733.72105325	2230050.60286892	1008413.12566019	595945.001664804	4157837.6245988	5204920.85037798	901928.787813403	1896971.46790159	1050891.13416779	1604651.00210762	2562658.36383722	466977.997619912	253937.24002388	3208643.95529654	1033281.46885279	781278.52022293	832472.084480848	267707.789781688	4277847.31050839	2933006.16073992	2790960.5380695
Compound1860	9,12-Octadecadienal	C18 H32 O	NA		264.24489	23.436	7846725.04771651	22927748.8836989	13906402.4691285	551011.615535004	30883976.5903653	19239056.0851359	1793885.7765164	5786997.31135218	1259684.93916163	11450620.8974394	9276645.22135833	5280256.25617311	4060798.96460666	7034587.82811898	1483969.16688063	5026376.9566176	7045631.59591877	9631571.22012527	1995524.91523833	25229255.1707805	3503969.15598801
Compound1862	cis-12-Octadecenoic acid methyl ester	C19 H36 O2	NA		264.24504	25.856	2472243.76679616	2723871.49598854	858391.469127957	66831.4454321718	937167.148979547	2619636.81415698	207782.526325098	3101726.7596111	205391.302243939	982036.823017616	396820.868064664	356200.402281255	719878.15302333	1672057.09063578	163481.03907875	144633.270995787	108379.793501813	3201371.48753724	346789.75554936	1393100.39839942	333778.711605292
Compound1872	1,7-Dihydroxy-12-methyl-13-vinyl-2,10-dioxatetracyclo[5.4.1.1~8,11~.0~4,12~]tridecan-9-one	C14 H18 O5	NA		266.11507	18.746	370707.737945277	1078846.33689082	716295.829729921	3172387.72962085	5841235.44509833	10846682.477288	2691557.83349995	5838433.54463766	3152330.47260436	845821.104258079	1038020.79186763	2307097.41113332	183141.82594574	1179708.04310641	810575.996439706	5969758.45559715	9291531.35168104	3478262.00564053	560848.73496908	585545.461611678	281214.657993417
Compound1875	Musk Tebetine	C13 H18 N2 O4	NA		266.12645	11.865	657248.618730735	780012.611906955	572933.244483292	354107.232646304	2572405.65979073	1898994.74313339	564739.109273893	1803552.74661604	495928.057640454	1285159.39851057	1117368.72457093	199041.374343323	201384.767796047	1826934.54097284	769827.519120292	362985.034253043	284751.023346806	626855.017885243	986303.703924084	2420266.94097744	1210399.86031994
Compound1876	Dodecyl sulfate	C12 H26 O4 S	NA		266.15525	35.371	393619.915967621	807264.630061521	638772.045933156	575068.228574625	2518307.92978555	1514708.85080433	1025603.37181426	1285523.22597889	924144.301236316	1646534.93495035	2999535.17380795	612283.580606617	733932.5699472	832849.766758108	3135619.1334192	342891.765570274	857793.146274271	762309.198455927	1271136.77347838	3691140.20010182	614422.335941798
Compound1881	DL-Atenolol	C14 H22 N2 O3	NA		266.16228	4.847	28490.2554594396	43820.4275407177	53829.8651042343	5247.12737742403	112439.388620233	40907.2054037232	20048.5347756321	58314.518939643	36623.2027049837	49666.6314287685	132898.347344279	29436.1172617514	32861.7666803855	57677.207778597	36007.8922665938	25309.6174758904	169389.762623697	221420.163615122	3202.91127303856	68180.5031702877	28279.1754815017
Compound1882	Celestolide	C17 H24 O	NA		266.16661	26.352	320284.870404973	244022.872174681	311837.051286612	145540.464865756	332599.15639225	294403.086467544	239439.06835529	335803.075861701	288247.82465812	253271.946654054	310835.147072684	252912.923644101	402741.335530698	489534.689428213	304380.218348652	339058.787139317	296539.64603095	244575.589721977	218831.55866499	216610.766578453	380030.887955922
Compound1883	2,5,8,11,14,17-Hexaoxaoctadecane	C12 H26 O6	NA		266.17252	13.278	5265264.38420153	18976293.3632341	8281241.85374739	6066685.65196349	19365131.608291	8792898.63166545	6396419.78611862	19627513.9422816	10913873.7329468	9686676.14600096	25144936.9437862	11920782.3426068	19655221.3554058	14723501.3473623	40643357.663452	1268864.89933352	19655795.6890133	7790886.93338652	7168513.91804378	13052775.5388806	8079442.43093608
Compound1884	tetranor-12(R)-HETE	C16 H26 O3	NA		266.18773	16.992	374673.088485523	436991.923931245	403824.944067347	234931.656763603	2060455.13312427	1603447.45647254	414376.877521835	1072647.85835099	215088.064528833	713444.64499742	1369656.65514519	279901.487710024	270858.161640361	386520.196286722	505148.846635662	1321657.99471624	482069.08087306	2514925.43502107	269897.054414195	1029650.06437402	471404.144285391
Compound1887	N-Acetyl-D-galactosamine	C8 H15 N O6	NA	Purine nucleotides degradation II (aerobic);Superpathway of purine deoxyribonucleosides degradation;Other	267.09555	3.83	1025001.31180024	821742.145852198	734002.897607537	214381.386238659	3619337.25165252	2404015.30461305	21857.3985354947	731971.367170066	66076.9740772658	1011730.77955753	1940616.99631264	194603.332310148	906889.131063789	807249.032786535	2151507.03913696	335194.605069009	271524.946714854	562054.07991005	382724.286888994	2015819.78325465	1212461.27339415
Compound1888	neuraminic acid	C9 H17 N O8	NA	Superpathway of purine nucleotide salvage;Purine nucleotides degradation II (aerobic);Superpathway of purine deoxyribonucleosides degradation;Other	267.09633	5.021	44350.0124901379	31030.1230544704	65963.9234508831	9250.96485942841	374532.603710007	509571.837550699	28471.1632642045	68719.2166827661	100963.387841036	53644.3114837509	148421.040211148	24089.9363669635	17105.8036029909	55046.4706079133	110980.029668488	19078.6210958923	53753.7960169992	109552.936610412	33135.5089450849	641021.176396431	86476.1432501717
Compound1889	Adenosine	C10 H13 N5 O4	NA	Superpathway of purine nucleotide salvage;Purine nucleotides degradation II (aerobic);Superpathway of purine deoxyribonucleosides degradation;Other	267.09645	10.306	136479.133202011	129812.100923189	207842.742349173	68984.8833281969	135749.099437862	174421.446282561	89464.9804737752	294421.389860396	236054.339206672	245961.285015338	498466.678162527	78522.1291404232	34134.5959332105	124878.160669363	505697.755785582	26472.4727465413	7771.8211220379	100167.980976988	76029.9677670326	502540.224614049	151625.509923638
Compound1892	1-Decanoyl-2,6-dimethylpiperidine	C17 H33 N O	NA		267.25587	18.394	40570.3382160264	296999.61533204	261680.313866909	151300.447154382	402691.731212645	478830.979922317	21808.5974777992	36862.5331164178	23627.1698442288	193452.175867658	135963.325225923	200600.323760977	1857020.32409361	436853.750623448	1678681.69443633	413677.891905434	453691.513773856	356399.297950833	185617.270596878	251820.542583579	143023.141638717
Compound1898	Arabinosylhypoxanthine	C10 H12 N4 O5	NA	Purine nucleotides degradation II (aerobic);Purine nucleotides degradation I (plants);Superpathway of purines degradation in plants;Other	268.08089	10.335	3081446.45782849	314930.979322373	17934.1151686922	17776.3099416062	232435.10399944	334633.544921518	16040.0557036094	72872.7581240259	521598.55140375	9501.87094942561	295198.391792932	13919.4020788578	9583.6144957432	94592.6460109354	200382.824501792	26738.6741792043	31270.0811457104	54826.0766442606	38410.3578657345	209505.150907983	98585.0806940558
Compound1899	Inosine	C10 H12 N4 O5; C8 H11 F7 N2	NA	Superpathway of purine nucleotide salvage;Purine nucleotides degradation II (aerobic);Other; Purine nucleotides degradation II (aerobic);Purine nucleotides degradation I (plants);Superpathway of purines degradation in plants;Other	268.08093	5.42	6131205.56496101	299415.55776804	70249.7785475018	8835.95142226241	125478.868672187	107279.096073412	22341.6283969724	40012.0586550246	321227.296839734	92951.3508054923	140034.62743257	30607.139195847	30033.3151656548	176434.351582868	316163.865320696	9232.33927955681	41621.6641264494	29901.3826668502	8695.53261538877	247578.021183688	28827.0045845163
Compound1907	His-Leu	C12 H20 N4 O3	NA		268.15318	5.395	140498.633836069	221611.454335522	168823.080142254	5936.67598533061	157126.944509372	143623.541942389	6187.19339597803	17412.5737591741	8170.91485609982	186898.012191768	193756.953347737	43981.5794180338	20886.6993778774	426829.469124965	93783.0745813896	15517.4421414893	8467.94853710058	69329.3530945134	113256.76073222	125312.218959434	522921.26208791
Compound1910	235BBF3K97	C20 H28	NA		268.21852	22.931	96900.0633857232	127216.185178971	45626.4856736735	109387.526172368	136436.30176084	221470.341489011	54948.466594675	377739.950766091	73819.1567162951	107828.44505415	116360.799609804	167276.634739259	170038.885381495	109480.237296959	111702.996073338	198269.896275479	106557.042394536	159501.530223617	109973.297698619	97659.9434172014	42377.6468203195
Compound1918	N-(4-Methyl-1-piperazinyl)decanamide	C15 H31 N3 O	NA		269.24629	19.553	27025.4214163674	39863.0045038636	28782.427194663	2193129.78115293	216142.699900172	59948.053051154	24879.284642887	39160.3065230554	26513.6644662599	32850.296750814	49453.466042614	28306.2526781549	65523.4991399718	40270.2794262356	70380.0503388824	3260884.90637464	115823.103524969	31391.5221928363	2804387.44716833	54875.8349240368	28932.7413106613
Compound1919	Dioctyldimethylammonium chloride	C18 H39 N	NA		269.30782	19.357	975408.260810868	931083.943347892	2768834.93187026	185523.613027417	822674.762117902	963820.29812344	82997.3830290215	207241.820103833	2357284.72267531	6603229.66591782	7157785.83498606	101060.634899663	167909.343638024	46981.6603177916	142056.427858285	724762.621743191	1121989.90430695	1503959.15269922	36791.2824083608	3661866.41726865	632808.808216921
Compound1920	Octadecanamine	C18 H39 N	NA		269.30784	21.469	2381519.49498099	4615197.94457557	1779988.2019687	1548364.57981348	8573366.44494907	4980809.42846477	2113492.48355902	334601.29517247	1161420.81167212	2485720.19079179	5658964.50104195	2841034.10273402	7259963.81503489	6999766.53151738	15131344.0799258	631278.471464432	11023372.474669	2137070.5495805	1019937.6178884	4053787.50449692	4182735.98087076
Compound1923	8-Bromo-6-nitro-1,2,3-benzotriazin-4(1H)-one	C7 H3 Br N4 O3	NA		269.93791	3.383	557170.203512615	1010986.87955787	566295.993741398	1472227.76305304	908944.119655425	482240.979093305	897732.564473438	1343556.65450295	688049.680246817	549346.214643472	659471.883496214	825900.920895548	2044966.70503217	980498.392083094	510904.416074248	1694105.51205602	1050128.16264451	565266.999577124	1211396.93189931	841636.805833746	1098652.09565042
Compound1924	Genistein	C8 H7 F N6 O4; C15 H10 O5	NA	Other; Superpathway of pterocarpan biosynthesis (via daidzein);Other	270.05281	17.148	156018.903042823	949089.780407776	274420.476017317	1529203.61887808	3165741.57872855	614975.370443243	430693.066930578	423989.619083216	268329.063791582	360113.883516702	2913266.28653079	310750.210563614	274843.54248908	3603308.9262504	227143.55184871	1195202.61136383	1898935.28301738	1024414.41120993	653488.575055735	282083.407907286	606414.20349741
Compound1927	5-[(Z)-(5-Cyano-4,4,5-trimethyl-2-pyrrolidinylidene)methyl]-4-methyl-2-oxo-3,4-dihydro-2H-pyrrole-4-carbonitrile	C15 H18 N4 O	NA		270.14705	15.552	162846.931808809	362271.565559976	219846.631802529	337163.654398803	435187.194805923	85659.2370099277	235080.919920236	226964.427045296	328291.859449933	240792.229396097	656030.690463774	185057.959490095	183078.23372601	76263.9145749294	94147.22644445	1278669.88369163	477720.22533309	873416.247054638	79881.0692547467	567735.481614445	122148.473782878
Compound1935	Dextromethorphan	C18 H25 N O	NA		271.19316	18.296	2012695.11246846	2423278.85454648	633707.493703719	937015.818584445	275204.00783844	304948.352382985	1436582.22739147	1336946.27412608	614331.319349676	1330501.97138767	1986383.77477031	415768.265845278	2631315.80616534	1076271.41461926	5988234.50197038	312762.465776	869081.53250119	320197.066707018	678451.186547687	1324666.08291432	458070.953219609
Compound1936	(6Z)-5,8-Diethyl-7-hydroxy-6-dodecanone oxime	C16 H33 N O2	NA		271.25081	23.173	17488769.7362354	1260695.36958569	12159714.3470679	15678310.422524	27060733.6685768	39167782.3092563	15499318.5852382	23218343.8650818	8121980.05561239	38797262.095797	25383338.4172016	11520593.5735625	26436823.2983468	28880206.9566129	101933237.858291	20426815.9708872	78810814.1399702	20917445.5456777	3316980.13094825	62222621.3893638	22730219.1125987
Compound1942	Nimustine	C9 H13 Cl N6 O2	NA		272.07774	3.952	104293.528866154	95240.0271212256	127120.307159897	8005.47323180309	87486.6346216028	100019.798767253	49015.7447111421	260845.687094485	9368.65622948588	229632.1347807	78281.5769580984	22224.9486596499	67287.6953586127	58690.3374783643	24372.5285266244	19478.5582609389	20739.3062439999	85895.5666195733	9600.70521310309	55342.638508146	14829.8725667864
Compound1946	Androst-4-en-3-one	C19 H28 O	NA		272.2134	15.976	101304.504332204	146063.63458891	395135.549063284	39012.5257210533	86831.246123077	57823.5805792848	57190.1314618155	88463.2899283777	87991.700988736	197262.226427681	225530.370639789	65415.1077990145	250966.567782157	72149.7399997454	176642.901844708	150650.66086841	157442.79018928	77948.7723985021	51333.8695068756	86567.1644199504	104567.82131639
Compound1947	6094	C13 H28 N4 O2	NA		272.22084	4.566	116057.500191092	76533.278463583	93253.3181673307	348779.680820177	158542.957632649	142708.422734909	118374.412602147	80738.4167244771	50588.0165379212	98216.9606471223	110114.235694884	50187.453092665	107269.260264473	101264.217971218	110677.338723039	1572411.6569684	75470.6518828467	96312.8161202169	33979.184408374	100440.915184951	100349.571811299
Compound1956	N4-(3-morpholinopropyl)morpholine-4-carbothioamide	C12 H23 N3 O2 S	NA		273.15047	4.509	63755.2921017404	19667.0061549473	95770.6639182665	2687.81900364354	145308.137392384	153942.677829494	23209.7775191914	99739.0155559683	22217.3019340568	104546.788056518	73355.6517739242	59129.7686876755	43550.5583112014	124665.064455108	106237.770719142	8295.42532708257	91510.4523558525	324772.373930118	2519.60956517531	100101.783007372	114518.400006091
Compound1957	N~6~-(5-Oxo-D-isoleucyl)-L-lysine	C12 H23 N3 O4	NA		273.16863	11.65	443633.700576428	402669.648731095	246184.360669401	269203.823083666	1617639.64885881	1830004.01651577	25368.2242875524	475614.542239086	218738.312015117	501630.181732161	501693.685016814	101136.378652895	63087.1422777011	621319.980838806	354095.77210832	205653.772641751	59489.3429977665	988816.426866938	926626.594776267	1130937.33299627	779886.431632193
Compound1958	val-arg	C11 H23 N5 O3	NA		273.17983	4.403	1069324.28050424	234543.666453881	332797.644012634	12620.7231988773	2455222.90356537	2917460.53769463	113314.087947293	526571.59474299	140972.661791966	356001.03504534	388226.457012917	122014.968987111	57369.8908373021	886417.945676186	153991.274035919	7174.59198688415	538573.270996583	1870140.24542179	12788.3039713965	467127.652561501	871161.046814524
Compound1959	O-heptanoylcarnitine	C14 H27 N O4	NA		273.19374	11.761	28413.9864683744	123245.327528916	56742.7780613605	59053.6920170189	564145.590453843	103699.805582431	14688.7340347802	41450.9820281014	94130.9734708237	126937.974233833	72945.5275733725	17127.020595818	54481.404550247	61517.5723484543	57363.0086932964	242951.411180177	66370.5805417819	250169.436912656	117541.425349905	216041.825993873	56436.4807670247
Compound1960	MFCD00059002	C16 H35 N O2	NA		273.26613	18.235	175144.779929268	220485.485235131	171690.979582644	18854.0959987072	88668.1117861465	248737.505822911	102750.654363471	265738.447353624	200263.277990582	433699.799670674	500957.283015124	115858.17633284	298727.052710261	173187.385992675	177471.07427371	338472.405306783	308554.671709054	20799.2026450053	150435.424603152	305430.709787141	20085.4685628465
Compound1962	1-O-Arsonopentofuranose	C5 H11 As O8	NA		273.96643	3.216	7869270.64783558	4953888.66210053	34094953.6202108	9023583.03899113	20602471.2321738	17117876.4437368	11239399.248828	1370872.43850224	13809361.0024718	17415632.5848652	26644274.3769326	12557244.3901308	15897726.945921	32811421.1066995	15354.4373340574	28562739.9935768	25944200.4863758	25328877.6057441	12963136.9348219	191248.818231253	9646865.11846981
Compound1967	N,N'-(6,7-Dimethyl-2,4-pteridinediyl)diacetamide	C12 H14 N6 O2; C10 H13 F3 N6	NA		274.11661	4.919	22787.2967613281	89585.0761242721	81472.6550868711	27686.1610428345	334111.046892462	164167.554570346	59892.6755327193	54925.87202061	124095.22881493	138594.891051203	530671.70956083	75554.4246096623	38878.5188335918	112348.643056946	44000.401825655	33178.529369023	122742.737944494	381456.953250636	28942.0868922171	192788.096770501	35720.4914326604
