Name	Assigned Name	Formula	Molecular Weight	RT [min]	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C2	C4	C6	D1	D2	D3	D4	D5	D6
Compound1314	a-Pyrrolidinohexanophenone	C16 H23 N O	228.14728	3.732	288385008.624988	273932926.736658	6663809.02051576	232749900.3731	282036484.20041	306644627.978602	4795383.41837753	24003309.4632559	11163678.7394548	187761270.389972	2639378.0752049	387548288.735837	289445932.582188	243192791.482094	219793895.436149	21918124.393166	370945752.964365	249443967.155325	85393098.3429266	300324209.585001	305960831.315958
Compound1315	1-Ethyl-4,5,7,7-tetramethyl-2,3,6,8-tetraazabicyclo[3.2.1]oct-3-ene-6,8-diol	C10 H20 N4 O2	228.15943	4.689	3331136.0484963	55315864.8148508	1750403.76788761	56342729.7081875	2751543.53331417	44581887.5652928	4822092.25375208	5672283.66012981	5124606.85889844	3543549.3693752	1310080.54353165	1351532.48526199	15823160.962092	38991751.3632461	16582387.953296	8383363.90685071	40248818.7845713	6084120.9186783	1507061.40986287	31229789.0034325	1492525.89596021
Compound1320	L-Ergothioneine	C9 H15 N3 O2 S	229.08816	4.228	2313569918.17787	1956276893.47044	835857250.503428	2085728892.24159	2769438768.59122	2637114905.90583	927418151.212915	1669057531.29572	1386016153.85716	2079512038.68623	1042365230.91636	1529856598.44174	1866857200.47565	1928933309.31735	1507350459.75891	961162570.012916	938563068.969092	1217742734.5443	1125130809.76676	1053710736.91126	928873389.132315
Compound1322	1-(4-Methylphenyl)-5-(2-dimethylaminoethenyl)-1H-tetrazole	C12 H15 N5	229.13259	17.182	1136141222.85957	749354043.549939	678795367.572918	1974038508.26334	395601036.459243	2355512127.7784	2630308079.08151	1571614493.71868	1676562645.9362	867589431.192856	1314825557.53634	1480336236.47515	1485964089.36636	1073267344.37323	2414892967.43671	4007793666.47303	2492265945.27998	678077739.511721	2329005894.97959	1437878445.83935	1266403144.05183
Compound1333	Val-Leu	C11 H22 N2 O3	230.16271	11.179	7048309.69402053	83508047.5827311	5858068.44848093	63033230.903276	7770871.77580757	138107229.676743	11634603.1191751	43073417.277817	10274391.603988	10699891.2202908	16705962.3775409	21628808.330824	46105779.6370044	33640289.8202163	102557003.260357	9177254.42610255	6775382.84268481	8914454.43986806	17262706.5169041	11803210.9072442	5435172.56913626
Compound1342	val-asn	C9 H17 N3 O4	231.12123	14.645	1286232.14809834	2502320.47633715	1554759.50761006	2160644.40654044	1303077.33099177	2413942.175712	1368745.90986431	2030709.30427191	1419762.89372722	1399368.65490771	1736037.96707318	1629127.52665617	1410121.98982004	2159343.45886188	2327604.18453	36755209.2202311	2010165.03758548	4210097.27503578	16967381.8973464	1962792.34212287	1452753.23894941
Compound1343	Methyl 1-{[(2-methyl-2-propanyl)sulfanyl]methyl}prolinate	C11 H21 N O2 S	231.12905	15.99	28753419.9324491	25703802.4094786	15078759.5517159	10157135.7052199	36432631.3854761	23919149.1835229	10191087.1174186	74442714.2301539	15726120.6740282	31392870.8899355	12757043.3146084	36330611.6204543	8623345.232782	5274513.82476713	41623385.7901792	31057552.3223098	63823002.2770045	116048517.089178	71228315.1828054	11552232.7504659	113857529.128318
Compound1344	N-(tert-Butoxycarbonyl)-L-leucine	C11 H21 N O4	231.14681	4.593	35879933.315434	9353141.75948555	8870516.61341013	5337036.50573139	31987464.6935312	7782922.60797062	13065086.7547933	28626228.479619	12366516.5809904	9358027.9153301	6960045.95122353	16042194.6874	3725083.1420657	3661526.05850487	33983928.4662137	11707795.8644438	3564746.27130385	25978562.1777236	15846845.5281569	5326418.50145987	4314381.27493507
Compound1347	Methobenzmorphan	C15 H21 N O	231.16198	14.237	492318673.333273	858646271.496432	519780472.998063	551996629.891	489750670.31213	1259279374.97876	620951414.850222	1722997005.40753	1020558618.04596	1032419501.0754	1020561834.49335	1248096842.18356	727029996.581763	867909028.153969	950292137.19207	916678970.540626	942305114.073046	737044752.238093	1042894738.84331	1252744534.42076	1533347498.44693
Compound1352	2-Acetyl-5-hydroxyphenyl hydrogen sulfate	C8 H8 O6 S	232.00389	11.906	4379442.32802005	3785737.48280398	3725826.79572108	3144506.67860307	4683602.02846028	2528098.45386619	2751488.58720104	1610746.86622406	2388861.37818481	791645.878783156	1350522.21315024	721387.766399149	2229920.66172993	1328489.26132318	2309995.01492887	1342398.17056357	3150418.22205758	3117767.44986053	1800522.8259015	3059488.13595092	39049174.3936528
Compound1353	(5Z)-3-{[(2-Hydroxyethyl)sulfanyl]methyl}-5-[hydroxy(methoxy)methylene]-1,5-dihydro-4H-pyrazol-4-one	C8 H12 N2 O4 S	232.05141	6.277	19415427.849817	50692156.5464601	5146130.18470539	44214250.6003173	23955045.1653205	39079053.2238473	24819996.582523	62187676.5606716	6898014.57676297	65690451.6211991	2236277.25911115	95942125.8624403	1706973.23678009	3022977.02326748	6871146.2697225	3316700.41396769	38470071.5727745	24457435.7815681	23741049.4119649	36132959.3891429	20048287.2931175
Compound1354	Aceanthrenequinone	C16 H8 O2	232.05536	3.787	33267478.5770489	103331385.981858	120438115.320645	94580200.740282	28600009.3891436	62479565.1566796	3540353.02816626	21827133.0152926	4354695.58297379	48847284.5163543	4231708.09015586	45183877.1476358	36384061.3716118	56263305.817627	18631660.7701966	15887859.8741384	43556361.7043362	22372634.9146002	21814976.0624273	38289921.3139404	38453859.1983268
Compound1357	6-phenyl-1,2,3,4-tetrahydro-2,5-benzodiazocin-1-one	C16 H14 N2 O	232.10306	16.875	338315142.700171	858195265.948822	203416957.381457	530257719.705962	381097716.158882	1096189876.98808	453984342.556219	1789479343.33669	999206669.304463	624331304.75212	841638024.674398	1043026878.53146	831450261.850324	1007496596.83264	877494636.804316	793913691.842024	978977540.564428	769122604.911977	686350570.840897	1415492161.66217	1302318480.45511
Compound1358	(5Z)-5-[(3,4-Dimethyl-1H-pyrrol-2-yl)methylene]-3,4-dimethyl-1,5-dihydro-2H-pyrrole-2-thione	C13 H16 N2 S	232.1045	4.226	1028553526.97764	223832810.401786	1320974491.13917	286704237.037348	260623816.938341	247398249.190344	70792012.3131614	80870127.5191432	184157825.195329	160652145.861467	69723671.9950497	122115734.07164	119351188.444304	163882292.970242	805399327.682179	1197152371.29567	680084938.270849	239390857.256346	3812861.09619435	585713756.094069	3664044.02587226
Compound1359	Mebutamate	C10 H20 N2 O4	232.14191	4.326	49202815.4985184	104259067.479128	34148431.8936635	121806379.076917	29176693.7382749	83011092.4383637	11960812.451612	37043294.9707762	22859168.1231775	38756587.4738555	9234040.1966536	42287705.0285877	107307642.908668	96028266.9764329	159127033.536285	23113058.3648931	33077287.6156228	28587644.6598086	32558293.1137232	42700749.154831	31810683.7242685
Compound1360	Aloperine	C15 H24 N2	232.19352	15.226	89036300.8493615	199158667.734315	174646017.719721	154913142.851022	139646141.400305	290549548.634676	123171128.232302	397087278.706411	345034940.722205	172912821.043948	236390630.46225	349609699.220748	191111008.594278	304976736.460432	338239458.23734	274227957.870581	410533248.513162	380147378.918954	291605846.573719	234134806.1057	254546054.358954
Compound1364	4-[5-(1-Methyl-1H-pyrazol-5-yl)-1,2,4-oxadiazol-3-yl]-1,2,5-oxadiazol-3-amine	C8 H7 N7 O2	233.06611	10.928	39182581.7182935	75930700.9206637	21210780.7266678	25343359.1200326	41466408.6366773	52515842.4212391	32322227.9240339	29091738.3519284	22085505.3369237	42778766.1744318	33015083.4168917	18059970.80232	87979961.5497559	69313443.84526	39121705.5380698	16883172.4499562	29414289.4569621	21706328.4802627	20776792.6407752	23346290.1570412	96504174.0438277
Compound1365	ser-gln	C8 H15 N3 O5	233.10053	3.75	6433238.45943188	27037641.3059526	1428997.88061838	19024088.0108471	3178428.22252207	39151542.63682	688105.653347419	4060118.23104991	809652.29024537	8008150.94661876	768915.604052278	10892843.1824255	30767330.9151087	30570771.1902945	20488418.7041241	2381494.27494732	4813350.64234657	6158327.22680945	3530444.73521669	11458797.1934243	9707255.54142797
Compound1368	N-(4-Cyclohexylphenyl)thiourea	C13 H18 N2 S	234.12269	16.725	163771069.646012	134838657.644852	77531156.2659775	176877102.684956	18312281.7715616	105331873.460659	82203261.5229872	161897725.447023	128981606.140505	198050285.346285	88078284.9347785	72548399.8778363	85429594.5915096	144023090.89888	161097117.959626	164550929.248302	182157099.231702	120689110.954543	139068806.072398	122719346.347784	107447147.434499
Compound1372	N,N-Dimethyl-N'-(5-methyl[1,2,4]triazolo[1,5-a]pyrimidin-7-yl)-1,3-propanediamine	C11 H18 N6	234.1597	11.51	3583209.39269049	32200491.9596493	1662437.17969651	62719336.9268484	537898.231509163	52726013.2414723	2539530.53143818	4268681.6690623	2839243.71770633	2553410.88128902	4186503.6654494	6901781.93292434	33322526.9011117	135486837.288839	37486474.9565409	2156387.41253378	36183141.7959321	1725615.02130958	8182646.44048281	46685166.0991228	926352.926851304
Compound1375	2-Ethyl-5,6,7,8-tetrahydrospiro[1,3,2-benzodioxaborinine-4,1'-cyclohexane]	C14 H23 B O2	234.178	4.833	991760.159347354	71455459.6305299	792501.638569416	89729101.9659433	700513.54510616	68545128.5431263	542397.997068411	689257.565994379	736530.800696007	676914.147227356	638966.61374753	1085220.93641877	27618695.6988015	23894624.9690243	87780080.4656401	863441.536391125	122488288.562372	787279.005286505	3058227.19403101	96195091.7800801	3024094.43720733
Compound1378	1-(Phenoxycarbonyl)proline	C5 H10 F N7 O3; C12 H13 N O4	235.08423	13.074	25497340.2606542	75512790.1954232	91471269.2134685	101715888.062231	53357482.0581453	48939065.4992711	29563952.3059168	57598123.7959342	75701132.0795099	40759961.027756	113050040.170151	78508114.3778097	20179177.7890971	79483442.3334072	52287440.2892122	104603969.339056	59042075.511021	71431409.5778111	139139605.968517	56146976.5560704	52940753.5633178
Compound1379	4-(3-Methoxyphenyl)-1-piperazinecarboxamide	C12 H17 N3 O2	235.13161	15.601	4248487.53202653	7518053.3579996	25648824.7355647	5065395.95407603	4409885.81129603	7593828.9315148	102920521.101353	34892755.6366279	103686305.360249	7143817.97102327	142628925.786059	7064011.07722592	3130759.98100062	5706865.71754186	6015618.67457498	305749220.460965	5060179.61388764	60201088.2837985	163374165.727917	5652442.69523272	5066450.26165663
Compound1392	hexobarbital	C12 H16 N2 O3	236.11572	11.042	2246858.95013691	34623972.0786217	5348450.36484658	17520001.8779923	5514533.6007863	45513653.4671166	3628303.66861866	11740458.4215084	5820618.92279466	1291522.89189824	11256504.2816826	10075077.9100466	15145224.6926417	11148360.1269927	18913884.0239225	13695555.555526	4807716.41747993	2323138.80823024	9519671.14236902	10480707.3800563	4933232.88337242
Compound1394	THEED	C10 H24 N2 O4	236.17307	4.032	325326522.268035	106873962.352095	84607929.7916985	29469891.6497222	125158772.443161	58766174.2532342	5462794.57167963	11975928.6617064	9507831.23381257	14821001.0343476	29606570.2654408	11827442.7090597	107941578.891812	60351000.0538948	105431355.346547	41250944.9664829	15645041.5066182	101824954.664252	38782547.0899389	37749132.7726503	37740579.4931241
Compound1399	1,4,5,8,9-Pentamethyl-9H-carbazole	C17 H19 N	237.15134	15.929	26276467.4016438	54406820.9886545	11768185.760263	37315592.7037805	21349428.5361439	56537233.0496412	26674900.2089291	86300352.3760114	52180842.4779763	42750003.7591337	37081147.8956129	48110564.5992131	38353339.4811598	56215920.2637955	43196062.217994	39428975.3204791	29438988.1587749	26511319.1032984	40365752.1896641	47732751.177868	38738802.161432
Compound1403	2-Anilinoisoindoline-1,3-dione	C14 H10 N2 O2	238.07375	15.554	1638105364.69548	472880466.720689	643936196.541484	594977389.54031	1304101658.24068	203800688.377981	744658340.033333	104849972.16866	223577570.426081	139673687.471934	489939890.775676	320877797.525133	122299815.994559	632232147.755282	593945888.175677	1130273024.90376	588963203.533793	964130266.703062	402274308.707862	205963243.915049	457263547.18428
Compound1404	Gly-Tyr	C11 H14 N2 O4	238.09498	10.589	6393742.72762934	60991249.7815624	16612122.4213776	28746421.1547575	26125887.7327428	40974124.4776092	2861574.98820891	11065652.1008573	4022087.88075698	5221847.01484064	16386105.0761651	10317579.2023614	46809071.9497829	54200491.7743669	65297587.7792611	9238546.95954039	11557311.9853756	26798811.8105839	19445243.6212938	11433671.2955116	8743328.10917317
Compound1405	[4-Dimethylamino-6-(methoxy-methyl-amino)-[1,3,5]triazin-2-yloxy]-acetonitrile	C9 H14 N6 O2	238.11771	13.159	162180462.330104	77382274.3085071	51519371.4482589	50207501.3984001	58459921.7982289	80040894.371449	95521141.1835958	84746794.4598594	219026503.646815	103995166.620404	142621564.767345	119837914.408412	33356234.4351465	63284294.8700861	36760981.4590536	161045348.168351	140908588.897423	79986148.4120362	357176906.757621	75599164.6938378	104634286.464755
Compound1406	N-Hexahydro[1,3]thiazolo[3,4-a]pyridin-3-ylidene-1,3-benzodioxol-5-amine	C14 H16 N2 O2 S	238.1411	4.775	64476554.4444643	235630821.969604	13232576.2606618	283991847.378395	19340844.5512887	207345448.89799	60667826.0135097	40738173.7492006	54067180.8077577	31400623.0595688	80316882.072647	26852660.3943309	151699936.881182	291060602.656697	278116729.90577	27519466.753768	258806957.254208	29061389.8189932	47753416.4979156	261249879.868735	17958343.0421482
Compound1407	Diaveridine	C13 H16 N4 O2	238.14126	11.31	32061348.7938188	232850447.630433	8329568.14648883	295305606.135825	38486811.7482102	205832299.747841	29910802.1083455	40076148.1614683	30163588.9502984	15781011.3799512	56451586.071588	24588903.0323744	105298948.574956	162971862.557644	247359228.999114	57488631.0061317	211802166.771044	10451652.3153156	42789331.9881627	228152359.971925	18237484.7632204
Compound1408	PEG n5	C10 H22 O6	238.14132	10.709	103477483.191659	402926505.2727	34738669.7139451	510529225.316365	81046824.1446252	450781280.758436	120221674.881879	116895675.465203	81065748.616763	18994221.4766776	141782515.698723	62028067.0793731	374307538.885202	507138519.958537	420676234.563731	80490332.5770895	463303638.457867	44706147.3084325	106758007.680241	478234188.115858	47629075.4325392
Compound1413	1-[4-(1-Aziridinyl)butyl]-3-cyclohexylurea	C13 H25 N3 O	239.19942	13.422	549008407.079505	723529325.080208	220370167.727578	343774586.67599	280795491.891255	437552187.65796	445717586.337833	542710552.319722	610822020.707508	384314151.698478	503161541.32357	657382474.369498	235008358.173427	763071006.618216	542464802.845689	589555707.874429	455890267.140481	555717314.6789	578929593.777018	521839817.084204	421846297.754982
Compound1422	Butyl N-(trifluoroacetyl)alaninate	C9 H14 F3 N O3	241.09221	4.741	85768122.5106033	31584469.6551337	83029191.8710291	28469322.1330947	35963255.3195224	24781964.5447341	4575046.99925658	6513791.75573047	3455384.83274288	4677137.11394249	14790660.762363	3340848.26830678	6031762.41546546	11684122.1127944	13723664.0398873	60143108.4860265	10227063.3695561	82367375.6796692	18787021.497397	21514988.7845777	9664691.84711889
Compound1423	2,6-Difluoro-N-(tetrahydro-2-furanylmethyl)benzamide	C12 H13 F2 N O2	241.09244	10.89	337233310.817991	63335697.9055533	95902518.1989258	26196867.962532	134078044.837648	36606104.3594036	64711003.0303791	29142715.3846139	66784445.2548001	52678342.7999554	85572048.4217799	34218810.7849255	53027291.6266699	29211021.9914148	53848552.4031855	180107375.144091	54942697.1433034	349119467.08736	205786415.442942	94707189.2475323	87459662.5419438
Compound1424	2,3,4-Trimethyl-3-azaspiro[5.5]undeca-1,4-diene-1,5-dicarbonitrile	C15 H19 N3	241.15683	14.558	5531944.9315312	14440828.6097367	6587347.42467815	26241718.6842593	8991240.25936555	58387280.3229063	24151612.8353751	58869336.789685	36683705.0064596	19862850.369442	25622663.2944162	35034597.3449531	19170177.085826	8973692.29424833	22199246.9544572	17445075.4381833	21629705.0834738	13270567.2655216	20280721.6332096	15861473.6132299	34228583.4544166
Compound1425	HAD	C16 H35 N	241.27644	20.036	8937096.15303394	43133273.2348285	45446366.8319262	33009754.9861307	66183637.371483	30120146.6441442	25196842.9786424	61669357.4724293	36572441.16267	20295995.8934241	15960082.3333984	20268499.082686	7138698.44610488	13154800.8693515	11074659.4815617	15865146.2259342	11134562.115443	11754660.1757158	18975261.7289593	5735133.13714028	10000175.3695937
Compound1426	Bis(2-ethylhexyl) amine	C16 H35 N	241.27649	19.799	98517961.344315	43133273.2348285	45446366.8319262	15424030.5304688	62534816.3424437	3580219.24404612	45198522.9648922	6937576.29757053	48312992.7603222	3005426.56898038	61366531.485526	3389737.94318654	11235806.4159762	9585705.98809389	13836864.2957572	23035666.1252727	3034548.98584402	11835120.1763326	3905060.29340153	2717856.51907391	2149117.13654793
Compound1432	4-(4-nitrophenylazo)aniline	C12 H10 N4 O2	242.0801	14.506	285465294.93111	285203064.753813	190501862.489699	190861027.608469	180316005.2828	196949653.911667	225267899.070818	320960391.357543	312095124.335893	173514380.176813	161981999.933999	151748929.487627	52655094.3339018	131676999.790634	142032489.143624	430239429.049294	201624212.267568	410458448.366923	383953835.018958	137269422.55385	196067358.404672
Compound1435	4-({[2-(2-oxo-1-imidazolidinyl)ethyl]imino}methyl)benzonitrile	C13 H14 N4 O	242.1197	18.174	272557422.320803	485496699.098485	204367827.633996	316402360.622873	208203073.844916	628568862.90901	300308581.622613	882555890.894827	521703367.168504	322688046.406998	305834316.347411	489948837.076236	337221138.609031	542960088.071577	461979467.300777	409733794.991595	373722597.758479	309561104.312795	302729419.006415	264065633.804913	580229555.675365
Compound1436	3'-HYDROXYPENTOBARBITAL, (1'R,3'S)-	C11 H18 N2 O4	242.12645	11.273	6779170.19290502	13381786.8351561	5375267.31948398	12064935.5506341	2981705.24533485	17519178.7602447	8048409.61334869	38994612.7552333	7900326.66138117	11225153.8046283	8864792.54736434	20646457.0966951	8673666.28017092	12999289.9977616	17414569.5158351	4379210.12301712	5745283.18040905	7384261.65231278	7398053.55215422	13430033.0451485	5853880.15649248
Compound1445	2-Fluoro-6-(4-methoxyphenoxy)benzonitrile	C14 H10 F N O2	243.07148	3.987	95703874.6172905	210908070.71213	85559017.4246897	168748778.780246	34213331.9900123	126404502.005212	5316623.17803496	47000452.6941845	9327851.67373925	64274166.7882046	6632072.33733361	75565963.5443373	157510897.421135	140342411.619967	100338200.839877	25710212.4546704	104036834.056302	26011380.7751443	22610347.0950279	114268615.986113	87503655.3840464
Compound1448	Lys-Pro	C11 H21 N3 O3	243.15786	4.108	3218862.30067186	71244332.0242948	2259854.44872411	62096850.8094916	9284418.03425924	70725212.214986	8101983.67492485	9483511.70540799	10457450.4709776	13230164.1310019	7272791.35283575	7333852.6762512	74053611.9481501	63467672.2206598	49609747.3876965	9053283.52935148	21589445.4078973	2772711.15461944	13158583.0426177	21436068.938157	10826055.5744999
Compound1449	N-Undecanoylglycine	C13 H25 N O3	243.18317	16.597	326216917.240968	205692007.109133	94539455.8121363	282061338.143515	189317299.852631	1015319268.19619	179737158.572608	222256777.441876	172767399.407655	89985443.7790138	172399943.888669	161456378.982242	152463515.193401	192248381.508087	217865219.923025	324974883.872154	511101995.990795	265713045.977803	187037961.156958	293365084.635297	277282563.636891
Compound1453	Dodecylethanol amide	C14 H29 N O2	243.21942	20.073	3989777.24548737	153442151.030952	10400681.0733734	43569505.6387993	6358342.54415953	65331833.0277996	3444248.57189369	163599611.300701	110522227.057418	59376642.5648562	108200681.425601	123820585.181516	52123937.5620029	137219578.924224	49634345.7220625	45660625.3737206	153471568.924539	55600857.3772683	31376780.391307	120985254.369775	29197086.5492828
Compound1455	1-Pentofuranosyl-2,4(1H,3H)-pyrimidinedione	C9 H12 N2 O6	244.06924	6.036	156281775.683044	216178055.50825	139210608.391065	158115304.510695	54299034.0071865	137629798.964799	5122205.53820463	92271722.9699812	63179433.9913076	87465888.8700894	6737415.37540874	127957186.389802	81080585.9283709	109764600.840527	146801491.685822	106678712.52212	168146129.71368	101462841.423331	85013432.7111821	169867439.689763	150452710.038058
Compound1457	Uridine	C6 H12 F3 N4 O P	244.06935	9.763	25810778.3623393	51261507.4686723	26456428.7613277	67014098.964264	33438008.1047455	72724680.6288164	20710581.7852875	39797047.2440232	28687146.164875	45842603.3958266	5118637.8854203	56781377.4899902	8875714.38464964	74607514.0859595	114600017.570087	65537378.4149341	139138853.307506	80992110.9437588	72024609.3182462	157943592.701218	279716588.352058
Compound1458	N-(2-Oxo-2,3-dihydro-1H-benzimidazol-5-yl)-1H-1,2,4-triazole-5-carboxamide	C10 H8 N6 O2; C6 H12 F3 N4 O P	244.06952	4.442	853536380.419098	1131019891.69529	726865366.963001	2177971898.72647	717080052.69571	1756353952.3227	72986912.8355998	436929077.676752	85693528.9854938	1082433139.31293	37895655.6944694	815071632.127587	1440045084.32488	1731123601.48885	2270582891.38674	1060825943.77241	3335066540.9153	985714013.394247	409508968.194801	2169294310.62027	3062149241.7143
Compound1459	5,6-Dihydrothymidine	C10 H16 N2 O5	244.10549	4.263	23777196.5835649	43907827.0825348	20972344.8936357	40082960.4752222	25588419.3082408	50827947.483468	9281524.9892359	12479761.0176597	6933444.30681905	13305601.2517072	4948433.93979244	19814833.5622171	45604125.3341867	62190568.3568317	35838658.1703172	5396706.02467298	17040112.7085386	22255157.9401927	9073772.54199526	14567400.4161673	13886644.7498066
Compound1460	Osthol	C15 H16 O3	244.1096	18.037	126632225.712232	37887323.2766596	45700517.0316855	41535053.6408202	34816354.1128972	70618813.2807818	42519364.1989873	76328271.655272	104122291.655761	35453082.2687945	66311812.3713818	23999395.2876803	58390002.688499	45194984.1983336	74715978.392837	106847383.595142	7505475.04013927	54892523.9136359	57946746.9688556	6361090.7480409	5348886.26229309
Compound1462	Leu-Leu	C12 H24 N2 O3	244.17822	11.539	1135849.28739001	23591885.7803391	1902560.57481623	67075898.2639825	1558993.0169754	14127437.3279923	4411861.39907499	27462212.6435932	7417015.55131986	2385589.19162691	4025680.88814116	27384386.2446321	6216968.86303684	7749684.50005981	11994123.711266	2910089.74537461	1751560.94171569	1718739.59280879	6956472.77744466	2840835.18028074	1612729.99056887
Compound1467	5-[2-(2-Ethyl-1,3-dithiolan-2-yl)ethyl]-2-pyrrolidinone	C11 H19 N O S2	245.0905	12.397	43033308.2251562	82804465.7239694	49861898.1547731	75132661.4223761	31249684.6391426	112870900.0897	59763725.2966044	167845730.195569	93628215.0215952	70419039.1483668	92052376.179487	108130969.616108	77721818.0296811	99490715.8040699	141426211.219235	95758520.7503759	135015925.348951	61466456.8839646	84795946.4700818	107377121.775184	158195720.849542
Compound1469	S-3-oxodecanoyl cysteamine	C12 H23 N O2 S	245.14444	17.022	203654937.574595	184513134.481095	166082240.714038	105505457.667525	155991624.254843	356524567.339371	81975381.1790296	626036469.597878	93810089.5468334	205364138.966104	93934359.8760103	253593973.846163	51015535.2383657	21279621.842329	187308005.250715	140932855.852117	537293970.270687	617426161.84804	320753714.233237	85876022.8929524	839042825.559254
Compound1470	Methyl glycyl-N~5~-(diaminomethylene)-L-ornithinate	C9 H19 N5 O3	245.14833	3.71	11130863.4160494	79583769.1335257	1776321.58788598	60064162.0247761	21719391.6411344	84054641.909459	1919201.41899951	3934015.35869349	1580479.15326777	17788403.692	1247202.98153513	16301360.662804	85951390.8760862	44329154.673013	46744313.5688518	2699551.93858936	19493926.7062642	16296178.3105603	9682666.97903512	29466608.6521867	21304192.7804667
Compound1471	2050867	C12 H23 N O4	245.16235	11.765	126123832.219445	27491675.9289655	50745189.1848995	27992268.9736821	88904087.533206	79361034.453972	255760248.480589	495175952.375543	608705435.257511	177330896.319605	447776989.21879	240917247.430186	5550876.98483806	7226313.79587847	172812909.702277	381850291.029562	49873358.441657	588701209.633788	551994224.374448	50464268.7336657	23462329.0054103
Compound1480	N~2~-(tert-Butoxycarbonyl)glutamin	C10 H18 N2 O5	246.12118	10.57	10418291.4603109	24943415.7707236	5618866.24409161	15260609.7233847	12951159.9941749	50922305.6886711	15682462.9493226	28311945.5764226	2908316.06556428	19252435.6123297	9705771.25886144	15609093.8304946	24480158.9824559	47865560.1462234	91454718.4126858	16223168.3535167	14148030.6158763	8183816.25099565	6689427.39141317	11098274.0877149	7854088.42210432
Compound1482	1-(3-Phenylpropyl)-4-propylpiperazine	C16 H26 N2	246.20908	15.849	11603240.1463521	25462564.4821588	15726566.6480136	26503453.7858711	17912372.4069584	74988314.0063441	35438315.9553849	46655592.6755046	43821454.6401931	27464331.8304433	31999367.7627718	65771292.7954385	23281641.5590242	42762861.638126	58508603.9365014	31589908.5378529	63063720.8521643	52157249.9187202	43956479.2335157	37946302.7444824	38910658.5410841
Compound1485	Linamarin	C10 H17 N O6	247.10509	5.918	306078697.534928	73065653.2562776	43657251.9043846	97202441.1617222	473947810.271809	68857730.269387	149542205.964789	71528420.8018843	112526533.526739	112530113.68929	103521288.414332	161118818.328067	3046273.33885599	9042820.04041428	4252488.24952233	147880810.676797	10414726.1548066	125467618.121543	119309598.066212	12317516.3506916	10029122.2130316
Compound1488	(R)-3-hydroxybutyrylcarnitine	C11 H21 N O5	247.14145	4.472	442215498.258638	161744592.333213	58619239.1148771	144869637.948107	193660462.815874	26564313.8583808	84294683.0299211	143699499.541584	91876284.0743987	327753776.821188	47163691.764878	541541824.51268	12599792.7454095	28189734.1687872	22535403.649178	82900593.4752242	70281307.2593357	85184937.029015	93964599.6230817	318078790.853603	579441774.614122
Compound1489	Methyl 4,6-dideoxy-2-O-methyl-4-(propionylamino)hexopyranoside	C11 H21 N O5	247.14158	4.263	2038494.19251655	161744592.333213	57834522.0701248	144869637.948107	175723075.067351	166446372.559675	50584229.4624653	472567457.367815	123854369.797882	327753776.821188	42224154.8817548	541541824.51268	20495532.3507182	28189734.1687872	37802602.6523422	180263949.249376	198019123.339346	181482951.866944	143280259.465102	500302917.594985	573237475.049351
Compound1500	7-Amino-15-oxa-2,4,6,9-tetraazatetracyclo[10.2.1.0~2,10~.0~3,8~]pentadeca-3,5,7,9-tetraene-13,14-diol	C10 H11 N5 O3	249.08579	4.765	173501864.462527	35546566.5156495	52075016.5411944	107411136.64234	39495949.2024182	65544021.4588333	40603911.0766351	79708595.2418934	90726754.8204448	82974973.2947043	25989956.261245	81130959.7918945	5035578.75698569	14407976.5131914	19811938.8949458	111556120.843595	90172852.7978408	52438171.7430406	55651770.0777708	176961617.54911	61172286.7982748
Compound1505	N-Desmethyltramadol	C15 H23 N O2	249.17004	17.783	267263037.988229	467834188.986477	53517879.7485818	210606284.228594	34326168.3801886	665548654.714024	60108133.4600093	31324926.7006501	37894483.01311	32857976.281156	38231442.3577821	40958539.920615	116061636.833914	277980877.330836	189857727.753294	73585142.9903932	338382344.479762	62722892.4772389	59271796.0809763	108300390.055385	46311577.4469741
Compound1506	4-(2-HYDROXY-3-ISOPROPYLAMINOPROPOXY)INDANE	C15 H23 N O2	249.17243	16.15	47796949.3238667	117415118.967414	34494523.4650774	68201403.7402095	49487038.2454154	122561546.676618	63368134.0396186	241175983.022431	140218848.336103	99372641.1865053	147885592.249814	146121585.372732	82821643.8005295	84687258.695069	155565232.841747	142290048.360035	77218503.7187032	64906662.5613544	133181229.29132	94245568.3562582	126338991.272303
Compound1507	Alprenolol	C15 H23 N O2	249.17247	14.434	15026225.1780673	27880063.0158124	8952705.91768929	17653223.8267705	8918148.97572283	24219877.8152026	13516033.3491589	37308958.3827491	20738443.9292142	20526736.318519	23960574.8313355	25044401.8899127	13739339.4287466	25316749.8682867	29506934.2037866	30784403.8726428	21389778.9274257	23778530.2906909	22461042.1638919	34776162.3013838	42511671.3596049
Compound1508	(2E)-2-[(3E)-4-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-3-buten-2-ylidene]hydrazinecarboxamide	C14 H23 N3 O	249.18317	4.526	4719183.70583149	19274946.1169956	1978527.12528215	18983200.6795392	2625244.19878791	23007946.0282639	1301320.64052929	2225694.88837893	1426547.44048768	2390098.57227291	1133229.49907274	3764153.30234376	20705231.1854204	27993865.1657482	51703561.5486498	2302205.791827	50372018.5706092	2568488.53248602	2446579.25300617	34315157.0481045	2754680.26745865
